Hvordan ser du mulighederne for at låne penge til din virksomhed? (fiktivt spørgsmål);Antal ansatte Cvr-nr.;Antal ansatte Cvr-nr. kilde;Etableringsdato;Branchekode primær;Branchebetegnelse primær;Branchekode sekundær 1;Branchebetegnelse sekundær 1;Branchekode sekundær 2;Branchebetegnelse sekundær 2;Branchekode sekundær 3;Branchebetegnelse sekundær 3;Omsætning 2021 (1.000 kr);Omsætning 2020 (1.000 kr);Omsætning 2019 (1.000 kr);Omsætning 2018 (1.000 kr);Omsætning 2017 (1.000 kr);Omsætning 2016 (1.000 kr);Bruttofortjeneste 2021 (1.000 kr);Bruttofortjeneste 2020 (1.000 kr);Bruttofortjeneste 2019 (1.000 kr);Bruttofortjeneste 2018 (1.000 kr);Bruttofortjeneste 2017 (1.000 kr);Bruttofortjeneste 2016 (1.000 kr);Vareforbrug 2021 (1.000 kr);Vareforbrug 2020 (1.000 kr);Vareforbrug 2019 (1.000 kr);Vareforbrug 2018 (1.000 kr);Vareforbrug 2017 (1.000 kr);Vareforbrug 2016 (1.000 kr);EBITDA 2021 (1.000 kr);EBITDA 2020 (1.000 kr);EBITDA 2019 (1.000 kr);EBITDA 2018 (1.000 kr);EBITDA 2017 (1.000 kr);EBITDA 2016 (1.000 kr);Primært Resultat 2021 (1.000 kr);Primært Resultat 2020 (1.000 kr);Primært Resultat 2019 (1.000 kr);Primært Resultat 2018 (1.000 kr);Primært Resultat 2017 (1.000 kr);Primært Resultat 2016 (1.000 kr);Afskrivninger 2021 (1.000 kr);Afskrivninger 2020 (1.000 kr);Afskrivninger 2019 (1.000 kr);Afskrivninger 2018 (1.000 kr);Afskrivninger 2017 (1.000 kr);Afskrivninger 2016 (1.000 kr);Kapacitetsomkostninger 2021 (1.000 kr);Kapacitetsomkostninger 2020 (1.000 kr);Kapacitetsomkostninger 2019 (1.000 kr);Kapacitetsomkostninger 2018 (1.000 kr);Kapacitetsomkostninger 2017 (1.000 kr);Kapacitetsomkostninger 2016 (1.000 kr);Årets bruttoresultat 2021 (1.000 kr);Årets bruttoresultat 2020 (1.000 kr);Årets bruttoresultat 2019 (1.000 kr);Årets bruttoresultat 2018 (1.000 kr);Årets bruttoresultat 2017 (1.000 kr);Årets bruttoresultat 2016 (1.000 kr);Årets nettoresultat 2021 (1.000 kr);Årets nettoresultat 2020 (1.000 kr);Årets nettoresultat 2019 (1.000 kr);Årets nettoresultat 2018 (1.000 kr);Årets nettoresultat 2017 (1.000 kr);Årets nettoresultat 2016 (1.000 kr);Minoritetsinteresser 2021 (1.000 kr);Minoritetsinteresser 2020 (1.000 kr);Minoritetsinteresser 2019 (1.000 kr);Minoritetsinteresser 2018 (1.000 kr);Minoritetsinteresser 2017 (1.000 kr);Minoritetsinteresser 2016 (1.000 kr);Årets resultat efter minoritetsinteresser 2021 (1.000 kr);Årets resultat efter minoritetsinteresser 2020 (1.000 kr);Årets resultat efter minoritetsinteresser 2019 (1.000 kr);Årets resultat efter minoritetsinteresser 2018 (1.000 kr);Årets resultat efter minoritetsinteresser 2017 (1.000 kr);Årets resultat efter minoritetsinteresser 2016 (1.000 kr);Skat af årets resultat 2021 (1.000 kr);Skat af årets resultat 2020 (1.000 kr);Skat af årets resultat 2019 (1.000 kr);Skat af årets resultat 2018 (1.000 kr);Skat af årets resultat 2017 (1.000 kr);Skat af årets resultat 2016 (1.000 kr);Finans indtægter 2021 (1.000 kr);Finans indtægter 2020 (1.000 kr);Finans indtægter 2019 (1.000 kr);Finans indtægter 2018 (1.000 kr);Finans indtægter 2017 (1.000 kr);Finans indtægter 2016 (1.000 kr);Finans udgifter 2021 (1.000 kr);Finans udgifter 2020 (1.000 kr);Finans udgifter 2019 (1.000 kr);Finans udgifter 2018 (1.000 kr);Finans udgifter 2017 (1.000 kr);Finans udgifter 2016 (1.000 kr);Overført resultat 2021 (1.000 kr);Overført resultat 2020 (1.000 kr);Overført resultat 2019 (1.000 kr);Overført resultat 2018 (1.000 kr);Overført resultat 2017 (1.000 kr);Overført resultat 2016 (1.000 kr);Anlægsaktiver 2021 (1.000 kr);Anlægsaktiver 2020 (1.000 kr);Anlægsaktiver 2019 (1.000 kr);Anlægsaktiver 2018 (1.000 kr);Anlægsaktiver 2017 (1.000 kr);Anlægsaktiver 2016 (1.000 kr);Grunde og bygninger 2021 (1.000 kr);Grunde og bygninger 2020 (1.000 kr);Grunde og bygninger 2019 (1.000 kr);Grunde og bygninger 2018 (1.000 kr);Grunde og bygninger 2017 (1.000 kr);Grunde og bygninger 2016 (1.000 kr);Omsætningsaktiver 2021 (1.000 kr);Omsætningsaktiver 2020 (1.000 kr);Omsætningsaktiver 2019 (1.000 kr);Omsætningsaktiver 2018 (1.000 kr);Omsætningsaktiver 2017 (1.000 kr);Omsætningsaktiver 2016 (1.000 kr);Varebeholdning 2021 (1.000 kr);Varebeholdning 2020 (1.000 kr);Varebeholdning 2019 (1.000 kr);Varebeholdning 2018 (1.000 kr);Varebeholdning 2017 (1.000 kr);Varebeholdning 2016 (1.000 kr);Varedebitorer 2021 (1.000 kr);Varedebitorer 2020 (1.000 kr);Varedebitorer 2019 (1.000 kr);Varedebitorer 2018 (1.000 kr);Varedebitorer 2017 (1.000 kr);Varedebitorer 2016 (1.000 kr);Likvider 2021 (1.000 kr);Likvider 2020 (1.000 kr);Likvider 2019 (1.000 kr);Likvider 2018 (1.000 kr);Likvider 2017 (1.000 kr);Likvider 2016 (1.000 kr);Goodwill 2021 (1.000 kr);Goodwill 2020 (1.000 kr);Goodwill 2019 (1.000 kr);Goodwill 2018 (1.000 kr);Goodwill 2017 (1.000 kr);Goodwill 2016 (1.000 kr);Immaterielle anlægsaktiver 2021 (1.000 kr);Immaterielle anlægsaktiver 2020 (1.000 kr);Immaterielle anlægsaktiver 2019 (1.000 kr);Immaterielle anlægsaktiver 2018 (1.000 kr);Immaterielle anlægsaktiver 2017 (1.000 kr);Immaterielle anlægsaktiver 2016 (1.000 kr);Materielle anlægsaktiver 2021 (1.000 kr);Materielle anlægsaktiver 2020 (1.000 kr);Materielle anlægsaktiver 2019 (1.000 kr);Materielle anlægsaktiver 2018 (1.000 kr);Materielle anlægsaktiver 2017 (1.000 kr);Materielle anlægsaktiver 2016 (1.000 kr);Finansielle anlægsaktiver 2021 (1.000 kr);Finansielle anlægsaktiver 2020 (1.000 kr);Finansielle anlægsaktiver 2019 (1.000 kr);Finansielle anlægsaktiver 2018 (1.000 kr);Finansielle anlægsaktiver 2017 (1.000 kr);Finansielle anlægsaktiver 2016 (1.000 kr);Periode afgrænsninger 2021 (1.000 kr);Periode afgrænsninger 2020 (1.000 kr);Periode afgrænsninger 2019 (1.000 kr);Periode afgrænsninger 2018 (1.000 kr);Periode afgrænsninger 2017 (1.000 kr);Periode afgrænsninger 2016 (1.000 kr);Driftsmateriel og inventar 2021 (1.000 kr);Driftsmateriel og inventar 2020 (1.000 kr);Driftsmateriel og inventar 2019 (1.000 kr);Driftsmateriel og inventar 2018 (1.000 kr);Driftsmateriel og inventar 2017 (1.000 kr);Driftsmateriel og inventar 2016 (1.000 kr);Egenkapital 2021 (1.000 kr);Egenkapital 2020 (1.000 kr);Egenkapital 2019 (1.000 kr);Egenkapital 2018 (1.000 kr);Egenkapital 2017 (1.000 kr);Egenkapital 2016 (1.000 kr);Langfristet gæld 2021 (1.000 kr);Langfristet gæld 2020 (1.000 kr);Langfristet gæld 2019 (1.000 kr);Langfristet gæld 2018 (1.000 kr);Langfristet gæld 2017 (1.000 kr);Langfristet gæld 2016 (1.000 kr);Kortfristet gæld 2021 (1.000 kr);Kortfristet gæld 2020 (1.000 kr);Kortfristet gæld 2019 (1.000 kr);Kortfristet gæld 2018 (1.000 kr);Kortfristet gæld 2017 (1.000 kr);Kortfristet gæld 2016 (1.000 kr);Balance 2021 (1.000 kr);Balance 2020 (1.000 kr);Balance 2019 (1.000 kr);Balance 2018 (1.000 kr);Balance 2017 (1.000 kr);Balance 2016 (1.000 kr);Varekreditorer 2021 (1.000 kr);Varekreditorer 2020 (1.000 kr);Varekreditorer 2019 (1.000 kr);Varekreditorer 2018 (1.000 kr);Varekreditorer 2017 (1.000 kr);Varekreditorer 2016 (1.000 kr);Afkastningsgrad 2021 (%);Afkastningsgrad 2020 (%);Afkastningsgrad 2019 (%);Afkastningsgrad 2018 (%);Afkastningsgrad 2017 (%);Afkastningsgrad 2016 (%);Likviditetsgrad 2021 (%);Likviditetsgrad 2020 (%);Likviditetsgrad 2019 (%);Likviditetsgrad 2018 (%);Likviditetsgrad 2017 (%);Likviditetsgrad 2016 (%);Soliditetsgrad 2021 (%);Soliditetsgrad 2020 (%);Soliditetsgrad 2019 (%);Soliditetsgrad 2018 (%);Soliditetsgrad 2017 (%);Soliditetsgrad 2016 (%);Egenkapital forrentning 2021 (%);Egenkapital forrentning 2020 (%);Egenkapital forrentning 2019 (%);Egenkapital forrentning 2018 (%);Egenkapital forrentning 2017 (%);Egenkapital forrentning 2016 (%)
Dårlig;7;E&S;24-02-2003;433410;Malerforretninger;;;;;;;;;;;;;;-17;3882;4236;4083;3548;;;;;;;;;1236;792;733;743;;17;865;653;627;686;;;-371;-139;-106;-57;;-34;3017;3583;3456;2862;;12;853;656;629;692;;9;664;511;489;539;;;;;;;;9;664;511;489;539;;-3;-188;-145;-139;-153;;0;0;8;8;6;;-5;-13;-5;-6;0;;27;18;403;392;403;;0;187;559;386;225;;;;;;;;158;2043;2040;2339;2202;;;0;230;240;259;;0;1005;281;664;519;;158;1013;792;711;899;;;;;;;;;;;;;;0;187;559;386;225;;;;;;;;;0;37;35;52;;0;187;559;386;225;;152;1193;1028;1017;1028;;;;;;;;7;1035;1543;1702;1397;;158;2230;2599;2725;2427;;0;140;244;187;159;;10,76;38,79;25,13;23,01;28,27;;2257,14;197,39;132,21;137,43;157,62;;96,20;53,50;39,55;37,32;42,36;;5,92;55,66;49,71;48,08;52,43
Dårlig;15;E&S;18-12-1996;433300;Udførelse af gulvbelægninger og vægbeklædning;;;;;;;;;;;;;;46;-7;-24;-1;-45;;;;;;;;;;;;;;46;-7;-24;-1;-45;;;;;;;;0;0;0;0;0;;44;-18;-35;-8;-50;;36;-14;-27;-6;5;;;;;;;;36;-14;-27;-6;5;;-9;;;;;;4;1;1;1;1;;-5;-12;-11;-9;-6;;-34;-69;-55;-29;-23;;;;;;;;;;;;;;191;149;145;161;125;;19;24;24;24;19;;51;7;7;31;7;;25;18;18;18;15;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;;91;56;70;96;102;;;;;;;;100;94;75;64;23;;191;149;145;161;125;;30;25;17;8;8;;24,08;-4,70;-16,55;-0,62;-36,00;;191,00;158,51;193,33;251,56;543,48;;47,64;37,58;48,28;59,63;81,60;;39,56;;;;4,90
Dårlig;7;E&S;17-03-1989;282200;Fremstilling af løfte- og håndteringsudstyr;;;;;;;;;;;;;;2;-7;-7;-10;-14;;;;;;;;;;;;;;2;-7;-7;-10;-14;;;;;;;;0;0;0;0;0;;9;3;3;-1;-5;;7;2;2;-1;-4;;;;;;;;7;2;2;-1;-4;;-2;-1;-1;;;;;;;;;;;;;;;;-275;-282;-284;-286;-285;;;;;;;;;;;;;;234;241;232;229;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225;218;216;214;215;;;;;;;;9;23;16;15;15;;234;241;232;229;230;;7;15;15;15;15;;0,85;-2,90;-3,02;-4,37;-6,09;;2600,00;1047,83;1450,00;1526,67;1533,33;;96,15;90,46;93,10;93,45;93,48;;3,11;0,92;0,93;;
Dårlig;7;E&S;16-05-2000;433410;Malerforretninger;;;;;;;;;;;;;;60;-38;-16;-30;-8;;;;;;;;;;;;;;60;-38;-16;-30;-27;;;;;;;;0;0;0;0;19;;63;-31;-11;-22;6;;63;-31;-11;-22;6;;;;;;;;63;-31;-11;-22;6;;;;;;;;4;7;73;54;108;;-1;0;-68;-46;-75;;102;39;70;-19;103;;;;;;;;;;;;;;258;181;216;1824;2008;;;;;;;;;;;;;;9;0;17;9;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;227;164;195;206;428;;;;;;;;30;17;20;1619;1580;;258;181;216;1824;2008;;;;;;;;23,26;-20,99;-7,41;-1,64;-1,34;;860,00;1064,71;1080,00;112,66;127,09;;87,98;90,61;90,28;11,29;21,31;;27,75;;;;1,40
Dårlig;7;E&S;01-09-2010;493200;Taxikørsel;;;;;;;;;;;;;;1651;1531;184;139;178;;;;;;;;;;105;138;179;;64;309;49;3;-2;;;;-56;-135;-181;;1587;1222;135;136;180;;60;311;49;-9;-12;;47;242;38;-7;-10;;;;;;;;47;242;38;-7;-10;;-13;-68;-11;;;;0;2;;;0;;-4;0;0;-13;-10;;2;75;-167;-205;-198;;100;100;100;506;642;;;;;;;;442;416;85;19;8;;;;;;;;77;31;32;;;;130;147;53;14;0;;;;;;;;;;;;;;;;0;406;542;;100;100;100;100;100;;;;;;;;;;0;406;542;;322;275;33;-5;2;;;;;;;;220;240;152;530;647;;542;516;185;525;649;;;;0;11;10;;11,81;59,88;26,49;0,57;-0,31;;200,91;173,33;55,92;3,58;1,24;;59,41;53,29;17,84;-0,95;0,31;;14,60;88,00;115,15;;
Dårlig;15;E&S;05-05-2010;561010;Restauranter;324000;Fremstilling af spil og legetøj;581100;Udgivelse af bøger;;;;;;;;;;539;414;498;300;501;;;;;;0;;55;115;100;11;156;;17;77;58;-10;41;;-38;-38;-42;-21;-115;;522;337;440;310;460;;14;76;49;-21;34;;11;57;38;-17;26;;;;;;;;11;57;38;-17;26;;-4;-18;-11;;-8;;;0;0;;;;-2;-1;-8;-10;-7;;4;-6;-64;-102;-85;;42;80;117;159;181;;;;;;;;563;412;513;356;499;;137;146;191;145;161;;;0;0;0;13;;333;176;233;129;274;;;;;0;0;;;;;0;0;;2;39;77;119;140;;41;41;41;41;41;;42;41;41;21;;;2;39;77;119;140;;84;74;16;-22;-5;;6;;0;100;;;514;418;614;437;685;;605;491;631;515;680;;107;25;272;126;182;;2,81;15,68;9,19;-1,94;6,03;;109,53;98,56;83,55;81,46;72,85;;13,88;15,07;2,54;-4,27;-0,74;;13,10;77,03;200,00;;
Dårlig;7;E&S;06-02-1998;141300;Fremstilling af anden yderbeklædning;;;;;;;;;;;;;;121;247;31;119;-64;;;;;;;;;;;;;;121;247;-151;4;-124;;;;;;;;0;0;182;115;60;;107;244;-153;4;-124;;107;244;-153;4;-124;;;;;;;;107;244;-153;4;-124;;;;;;;;;;;;0;;-14;-4;-2;;0;;-826;-933;-1177;-1024;-1028;;8;;;;;;;;;;;;687;671;189;224;103;;;;;;;;125;444;;;0;;108;14;1;32;24;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;8;;;;;;174;67;-177;-24;-28;;;;;;;;521;604;366;248;131;;695;671;189;224;103;;29;49;10;10;10;;17,41;36,81;-79,89;1,79;-120,39;;131,86;111,09;51,64;90,32;78,63;;25,04;9,99;-93,65;-10,71;-27,18;;61,49;200,00;;;
Dårlig;7;E&S;26-05-2008;620100;Computerprogrammering;265100;Fremstilling af udstyr til måling, afprøvning, navigation og kontrol;;;;;;;;;;;;1581;1835;1797;1381;1400;;;;;;;;;;;;;;183;202;431;12;91;;;;;;;;1398;1633;1366;1369;1309;;178;188;428;9;87;;139;147;334;9;87;;;;;;;;139;147;334;9;87;;-39;-41;-94;;;;;;;;;;-5;-14;-3;-3;-4;;506;367;220;-8;-17;;;;;;;;;;;;;;734;666;738;505;704;;;;;;;;503;325;680;352;294;;103;330;58;99;354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;631;492;451;117;108;;;;;;;;103;174;287;388;596;;734;666;738;505;704;;;23;39;31;24;;24,93;30,33;58,40;2,38;12,93;;712,62;382,76;257,14;130,15;118,12;;85,97;73,87;61,11;23,17;15,34;;22,03;29,88;74,06;7,69;80,56
Dårlig;7;E&S;02-05-2002;432200;VVS- og blikkenslagerforretninger;;;;;;;;;;;;;;1025;798;584;521;428;;;;;;;;;;;;;;35;75;70;45;-10;;;;;;;;990;723;514;476;438;;19;49;-8;25;-39;;22;49;-8;25;-39;;;;;;;;22;49;-8;25;-39;;;;;;;;0;0;0;0;;;-16;-25;-78;-20;-30;;-26;-49;-98;-90;-115;;;;;;;;;;;;;;740;734;781;719;604;;344;325;332;339;315;;240;251;237;181;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;15;13;12;12;;;;;;;;102;79;30;38;13;;;;;;0;;638;655;751;681;590;;740;734;781;719;604;;93;105;88;100;101;;4,73;10,22;8,96;6,26;-1,66;;115,99;112,06;103,99;105,58;102,37;;13,78;10,76;3,84;5,29;2,15;;21,57;62,03;;65,79;
Dårlig;7;E&S;21-03-2001;433200;Tømrer- og bygningssnedkervirksomhed;;;;;;;;2615;2747;2271;1367;1314;;1041;1182;856;601;638;;;;;;;;;377;241;183;342;;195;369;231;180;323;;;-8;-10;-3;-19;;846;813;625;421;315;;193;369;230;172;314;;151;369;230;172;314;;;;;;;;151;369;230;172;314;;-42;;;;;;;;;;;;-2;0;-1;-8;-9;;100;-51;-420;-649;-821;;;;;10;13;;;;;;;;773;658;264;437;384;;1;2;1;1;5;;141;227;137;;;;75;179;51;254;166;;;;;;;;;;;;;;;;;10;13;;;;;;;;;;;;;;;;;10;13;;225;74;-295;-524;-696;;42;;;;;;505;584;559;971;1093;;773;658;264;447;398;;146;54;85;40;50;;25,23;56,08;87,50;40,27;81,16;;153,07;112,67;47,23;45,01;35,13;;29,11;11,25;-100,00;-100,00;-100,00;;67,11;200,00;;;
